trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.898, 'e': 0.95}",20,0,-30.71866502178022,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
2,False,"{'a': 0.896, 'e': 0.9024999999999999}",20,0,-91.37615184388682,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.894, 'e': 0.8573749999999999}",20,0,-111.17912663683592,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
4,False,"{'a': 0.892, 'e': 0.8145062499999999}",20,0,-27.83986030173752,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
5,False,"{'a': 0.89, 'e': 0.7737809374999998}",25,0,-68.2134551512848,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
6,False,"{'a': 0.888, 'e': 0.7350918906249998}",20,12,-28.64662794485767,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
7,False,"{'a': 0.886, 'e': 0.6983372960937497}",20,15,-11.513656173740738,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
8,False,"{'a': 0.884, 'e': 0.6634204312890623}",25,14,-10.172225665700505,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
9,False,"{'a': 0.882, 'e': 0.6302494097246091}",25,0,-116.4471437659761,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
10,False,"{'a': 0.88, 'e': 0.5987369392383787}",20,0,-110.0844880285213,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
11,False,"{'a': 0.878, 'e': 0.5688000922764597}",25,0,-122.48073189854624,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
12,False,"{'a': 0.876, 'e': 0.5403600876626367}",20,0,-72.27979770320187,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
13,False,"{'a': 0.874, 'e': 0.5133420832795048}",20,0,-104.41923697696348,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
14,False,"{'a': 0.872, 'e': 0.48767497911552954}",30,2,-23.523391322857506,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
15,False,"{'a': 0.87, 'e': 0.46329123015975304}",20,5,-23.890043079022064,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
16,False,"{'a': 0.868, 'e': 0.44012666865176536}",20,0,-40.70923370331509,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
17,False,"{'a': 0.866, 'e': 0.4181203352191771}",20,0,-79.99803871471612,"{0: 16, 1: 0, 2: 0, 3: 3, 4: 1}",0
18,False,"{'a': 0.864, 'e': 0.3972143184582182}",25,8,-45.21213480074667,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
19,False,"{'a': 0.862, 'e': 0.37735360253530725}",20,7,-8.259155975009975,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
20,False,"{'a': 0.86, 'e': 0.3584859224085419}",30,0,-69.4956671484844,"{0: 25, 1: 0, 2: 2, 3: 2, 4: 1}",0
21,False,"{'a': 0.858, 'e': 0.34056162628811476}",20,3,4.0211950884896215,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
22,False,"{'a': 0.856, 'e': 0.323533544973709}",25,0,-4.622969603638915,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
23,False,"{'a': 0.854, 'e': 0.3073568677250236}",20,4,-26.62476029782276,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
24,False,"{'a': 0.852, 'e': 0.2919890243387724}",20,4,12.568731517962785,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.85, 'e': 0.27738957312183377}",20,5,-17.697970065190404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
26,False,"{'a': 0.848, 'e': 0.26352009446574204}",25,0,4.684713459962713,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
27,False,"{'a': 0.846, 'e': 0.2503440897424549}",20,5,-41.001466398641135,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
28,False,"{'a': 0.844, 'e': 0.23782688525533216}",25,15,-10.870105343066822,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
29,False,"{'a': 0.842, 'e': 0.22593554099256555}",20,10,13.390839247497984,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.84, 'e': 0.21463876394293727}",20,0,4.71614120307656,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
31,False,"{'a': 0.838, 'e': 0.2039068257457904}",20,0,30.557843474738007,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.836, 'e': 0.19371148445850087}",20,0,-14.033274655997891,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
33,False,"{'a': 0.834, 'e': 0.1840259102355758}",20,7,-55.51924984361873,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
34,False,"{'a': 0.832, 'e': 0.174824614723797}",25,0,-11.06031829557644,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",1
35,False,"{'a': 0.83, 'e': 0.16608338398760716}",25,7,-9.667975664540336,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
36,False,"{'a': 0.828, 'e': 0.1577792147882268}",25,18,14.208312780847356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.826, 'e': 0.14989025404881545}",25,19,10.890946608936654,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.824, 'e': 0.14239574134637467}",20,6,-22.57527946271724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
39,False,"{'a': 0.822, 'e': 0.13527595427905592}",20,0,-34.961198829866916,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
40,False,"{'a': 0.82, 'e': 0.12851215656510312}",20,6,23.49984526749765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.818, 'e': 0.12208654873684796}",20,0,1.768378703222509,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
42,False,"{'a': 0.816, 'e': 0.11598222130000556}",30,18,4.071233864647867,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.814, 'e': 0.11018311023500528}",25,0,1.5410224841387596,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
44,False,"{'a': 0.8119999999999999, 'e': 0.10467395472325501}",20,6,-17.68678756317636,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
45,False,"{'a': 0.8099999999999999, 'e': 0.09944025698709225}",25,0,-1.7700485752603363,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.8079999999999999, 'e': 0.09446824413773763}",20,3,13.44430111411548,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.8059999999999999, 'e': 0.08974483193085074}",20,5,22.64646684776322,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.8039999999999999, 'e': 0.0852575903343082}",25,2,-16.634133568639335,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
49,False,"{'a': 0.8019999999999999, 'e': 0.0809947108175928}",20,12,8.021824507503517,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.7999999999999999, 'e': 0.07694497527671315}",30,20,20.358517529476895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.7979999999999999, 'e': 0.07309772651287749}",20,5,15.471470133151175,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
52,False,"{'a': 0.7959999999999999, 'e': 0.06944284018723361}",20,14,11.438588566549946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.7939999999999999, 'e': 0.06597069817787193}",20,12,15.391013303261019,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.7919999999999999, 'e': 0.06267216326897833}",30,19,-18.792393648858198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
55,False,"{'a': 0.7899999999999999, 'e': 0.05953855510552941}",20,6,-6.068237755220068,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
56,False,"{'a': 0.7879999999999999, 'e': 0.056561627350252934}",20,8,8.345634354072562,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.7859999999999999, 'e': 0.053733545982740286}",20,0,30.05958464247081,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
58,False,"{'a': 0.7839999999999999, 'e': 0.051046868683603266}",25,3,28.393648480319197,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.7819999999999999, 'e': 0.048494525249423104}",25,17,14.081248899506761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.7799999999999999, 'e': 0.046069798986951946}",20,16,8.62855667685489,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.7779999999999999, 'e': 0.043766309037604346}",25,15,18.04215679604285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.7759999999999999, 'e': 0.04157799358572413}",30,6,28.117358324514004,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.7739999999999999, 'e': 0.03949909390643792}",25,4,37.08681262128571,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.7719999999999999, 'e': 0.03752413921111602}",25,15,14.7511664861677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.7699999999999999, 'e': 0.03564793225056022}",20,8,20.017573049392293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.7679999999999999, 'e': 0.033865535638032206}",25,14,2.8382510944166635,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.7659999999999999, 'e': 0.03217225885613059}",25,10,8.536392756327553,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.7639999999999999, 'e': 0.030563645913324063}",25,17,16.320120955825953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.7619999999999999, 'e': 0.02903546361765786}",25,11,19.74973243490395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.7599999999999999, 'e': 0.027583690436774964}",25,12,11.71614240567894,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.7579999999999999, 'e': 0.026204505914936217}",20,7,26.643616933682384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.7559999999999999, 'e': 0.024894280619189402}",20,8,20.834439899161698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.7539999999999999, 'e': 0.023649566588229934}",20,9,20.764693855227645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.7519999999999999, 'e': 0.022467088258818435}",25,10,17.457061944500296,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.7499999999999999, 'e': 0.02134373384587751}",20,0,28.55396600321201,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
76,False,"{'a': 0.7479999999999999, 'e': 0.020276547153583634}",20,0,31.849708582877806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,False,"{'a': 0.7459999999999999, 'e': 0.01926271979590445}",20,0,32.86779481979919,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
78,False,"{'a': 0.7439999999999999, 'e': 0.01829958380610923}",20,9,23.17489617874359,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.7419999999999999, 'e': 0.017384604615803767}",30,12,31.303650626122987,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.7399999999999999, 'e': 0.01651537438501358}",20,14,11.096348287363204,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.7379999999999999, 'e': 0.0156896056657629}",30,18,25.93781798823146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.7359999999999999, 'e': 0.014905125382474753}",25,11,31.58150420324107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.7339999999999999, 'e': 0.014159869113351015}",25,13,18.41499457637161,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.7319999999999999, 'e': 0.013451875657683464}",20,14,-31.636641179471507,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
85,False,"{'a': 0.7299999999999999, 'e': 0.012779281874799289}",20,0,-20.54959597032597,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
86,False,"{'a': 0.7279999999999999, 'e': 0.012140317781059324}",20,0,24.83426474133266,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
87,False,"{'a': 0.7259999999999999, 'e': 0.011533301892006357}",30,0,45.0527176392652,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
88,False,"{'a': 0.7239999999999999, 'e': 0.01095663679740604}",35,17,28.155445565941367,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.7219999999999999, 'e': 0.010408804957535737}",25,1,41.724502791189146,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.7199999999999999, 'e': 0.00988836470965895}",20,5,20.45381386865172,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.7179999999999999, 'e': 0.009393946474176}",30,3,40.531664149243184,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.7159999999999999, 'e': 0.008924249150467202}",25,0,30.86006068938558,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
93,False,"{'a': 0.7139999999999999, 'e': 0.00847803669294384}",20,4,27.358975092360854,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.7119999999999999, 'e': 0.008054134858296648}",20,14,10.29466245943475,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.7099999999999999, 'e': 0.007651428115381815}",20,16,6.1583206035302425,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.7079999999999999, 'e': 0.007268856709612724}",20,6,23.584441826134668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.7059999999999998, 'e': 0.006905413874132088}",20,10,19.935501764373925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.7039999999999998, 'e': 0.006560143180425483}",20,0,25.779758531161672,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
99,False,"{'a': 0.7019999999999998, 'e': 0.006232136021404208}",25,0,39.389962639278956,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
100,False,"{'a': 0.6999999999999998, 'e': 0.0059205292203339975}",20,13,11.271485690295743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.6979999999999998, 'e': 0.005624502759317297}",25,2,33.7243145856446,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.6959999999999998, 'e': 0.0053432776213514326}",25,19,12.235759497953445,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.6939999999999998, 'e': 0.00507611374028386}",25,20,10.115099953937406,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.6919999999999998, 'e': 0.004822308053269667}",35,17,37.773147774954126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.6899999999999998, 'e': 0.004581192650606184}",25,9,30.505245990833764,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.6879999999999998, 'e': 0.004352133018075874}",25,0,1.8343257799631771,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
107,False,"{'a': 0.6859999999999998, 'e': 0.00413452636717208}",25,13,23.849171371350753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.6839999999999998, 'e': 0.003927800048813476}",25,10,29.977305410228162,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.6819999999999998, 'e': 0.0037314100463728024}",20,14,8.756744270830454,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.6799999999999998, 'e': 0.003544839544054162}",25,20,11.750478217408519,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.6779999999999998, 'e': 0.0033675975668514537}",25,13,22.160303715518566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.6759999999999998, 'e': 0.003199217688508881}",25,10,31.180213468634154,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.6739999999999998, 'e': 0.0030392568040834367}",25,12,-0.22834367666367106,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
114,False,"{'a': 0.6719999999999998, 'e': 0.0028872939638792646}",25,0,32.72370963115095,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.6699999999999998, 'e': 0.0027429292656853013}",25,8,27.392439953543036,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.6679999999999998, 'e': 0.0026057828024010363}",20,6,24.406051638703254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.6659999999999998, 'e': 0.0024754936622809844}",20,11,18.928148269015942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.6639999999999998, 'e': 0.002351718979166935}",25,0,32.65325038858061,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
119,False,"{'a': 0.6619999999999998, 'e': 0.002234133030208588}",20,16,7.490362306878097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.6599999999999998, 'e': 0.0021224263786981585}",20,11,17.429477710085852,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.6579999999999998, 'e': 0.0020163050597632507}",25,20,8.179220544000245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.6559999999999998, 'e': 0.001915489806775088}",20,4,28.604337067658822,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.6539999999999998, 'e': 0.0018197153164363335}",30,19,17.62020419961823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.6519999999999998, 'e': 0.0017287295506145167}",25,19,10.221598149804516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.6499999999999998, 'e': 0.001642293073083791}",25,13,26.52603157215869,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.6479999999999998, 'e': 0.0015601784194296012}",20,3,25.162578414620533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.6459999999999998, 'e': 0.0014821694984581211}",25,17,12.774883732504343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.6439999999999998, 'e': 0.001408061023535215}",30,22,10.133556972120926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.6419999999999998, 'e': 0.001337657972358454}",20,0,29.68610648546646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.6399999999999998, 'e': 0.0012707750737405313}",20,2,18.062879053298694,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.6379999999999998, 'e': 0.0012072363200535047}",20,6,-24.529703911474556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.6359999999999998, 'e': 0.0011468745040508295}",20,6,20.79612374756025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.6339999999999998, 'e': 0.001089530778848288}",20,2,28.949833555215886,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.6319999999999998, 'e': 0.0010350542399058735}",25,15,17.790205247570825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.6299999999999998, 'e': 0.0009833015279105798}",20,13,11.968038357339688,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.6279999999999998, 'e': 0.0009341364515150507}",25,17,19.01019851006299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.6259999999999998, 'e': 0.0008874296289392981}",25,20,7.653261346004511,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.6239999999999998, 'e': 0.0008430581474923332}",25,9,25.840750228857218,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.6219999999999998, 'e': 0.0008009052401177165}",20,16,7.122118349881029,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.6199999999999998, 'e': 0.0007608599781118307}",20,0,32.66466138493093,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
141,False,"{'a': 0.6179999999999998, 'e': 0.000722816979206239}",20,8,20.518687917841863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.6159999999999998, 'e': 0.0006866761302459271}",20,9,19.52353315343752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.6139999999999998, 'e': 0.0006523423237336307}",20,13,12.540694685571223,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.6119999999999998, 'e': 0.0006197252075469491}",20,13,14.004434453619965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.6099999999999998, 'e': 0.0005887389471696016}",30,4,35.144159091484745,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.6079999999999998, 'e': 0.0005593019998111216}",30,15,26.948271938844872,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.6059999999999998, 'e': 0.0005313368998205655}",30,20,15.663534776740162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.6039999999999998, 'e': 0.0005047700548295372}",20,10,20.625874635509867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.6019999999999998, 'e': 0.00047953155208806027}",20,10,17.919497024015786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5999999999999998, 'e': 0.00045555497448365723}",20,10,17.465607999642966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5979999999999998, 'e': 0.00043277722575947434}",30,18,23.108772250271,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5959999999999998, 'e': 0.00041113836447150063}",20,4,29.487196621249144,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5939999999999998, 'e': 0.0003905814462479256}",25,16,18.03003892487884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5919999999999997, 'e': 0.00037105237393552927}",20,13,12.235643841304986,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5899999999999997, 'e': 0.0003524997552387528}",25,7,30.266598143173635,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5879999999999997, 'e': 0.00033487476747681515}",20,10,19.360875671948847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5859999999999997, 'e': 0.00031813102910297435}",20,12,16.71444066731652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5839999999999997, 'e': 0.0003022244776478256}",20,6,21.115594288798388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5819999999999997, 'e': 0.00028711325376543437}",25,12,27.747990985332894,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5799999999999997, 'e': 0.00027275759107716263}",20,0,29.676133140953,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
161,False,"{'a': 0.5779999999999997, 'e': 0.00025911971152330445}",20,12,17.09594340961688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5759999999999997, 'e': 0.00024616372594713924}",25,11,25.948529193763253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
